,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
197873,2,2016-06-01 10:20:32,2016-06-01 10:58:40,6,17.49,-73.98171997070312,40.75889587402344,2,N,-73.77812957763672,40.64683151245117,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
197921,2,2016-06-01 10:38:37,2016-06-01 11:19:10,1,16.72,-73.9919662475586,40.742691040039055,2,N,-73.79000854492188,40.6433982849121,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
198490,2,2016-06-01 10:30:27,2016-06-01 11:16:42,1,19.84,-74.01631164550781,40.7099838256836,2,N,-73.80280303955078,40.66166305541992,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
198852,1,2016-06-01 10:40:14,2016-06-01 11:31:42,1,16.5,-73.9892349243164,40.74824142456055,2,N,-73.7903594970703,40.64370346069336,1,52.0,0.0,0.5,15.0,0.0,0.3,67.8
199116,2,2016-06-01 10:31:34,2016-06-01 11:14:20,1,16.61,-73.98668670654298,40.74372100830078,2,N,-73.79029846191406,40.64365005493164,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
199545,2,2016-06-01 10:46:10,2016-06-01 11:34:03,5,17.35,-73.9856948852539,40.76060104370117,2,N,-73.79002380371094,40.64689636230469,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
199673,1,2016-06-01 10:42:04,2016-06-01 11:24:35,1,16.8,-73.99285888671875,40.75187301635742,2,N,-73.79033660888672,40.64384460449219,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
199948,1,2016-06-01 10:42:31,2016-06-01 11:27:49,1,21.1,-74.00869750976562,40.70593643188477,2,N,-73.78202056884766,40.6442756652832,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
200020,2,2016-06-01 10:42:38,2016-06-01 11:19:28,1,16.32,-73.96932220458984,40.74858856201172,2,N,-73.78977966308595,40.64305877685547,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
200067,1,2016-06-01 10:47:04,2016-06-01 11:34:38,1,17.8,-73.99134826660156,40.7580451965332,2,N,-73.7832489013672,40.64382934570313,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
200078,1,2016-06-01 10:42:42,2016-06-01 11:33:59,2,17.3,-73.98580932617188,40.759292602539055,2,N,-73.79000091552734,40.646968841552734,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
200097,1,2016-06-01 10:42:45,2016-06-01 11:37:45,2,17.4,-73.98587036132812,40.759193420410156,2,N,-73.78327941894531,40.64380645751953,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
200447,1,2016-06-01 10:47:37,2016-06-01 11:34:45,2,16.6,-73.99168395996094,40.75011825561523,2,N,-73.78256225585938,40.64407348632813,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
200534,2,2016-06-01 10:47:39,2016-06-01 11:30:33,2,20.19,-74.00762176513672,40.711669921875,2,N,-73.78901672363281,40.64162063598633,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
200870,1,2016-06-01 10:32:15,2016-06-01 11:06:29,1,19.0,-73.9564208984375,40.77542495727539,2,N,-73.78244018554686,40.64876556396485,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
201017,2,2016-06-01 10:44:50,2016-06-01 11:26:30,2,20.81,-73.9657211303711,40.76245880126953,2,N,-73.78252410888672,40.64409255981445,1,52.0,0.0,0.5,3.0,5.54,0.3,61.34
201348,2,2016-06-01 10:47:58,2016-06-01 12:10:33,1,22.03,-73.98274993896483,40.777210235595696,2,N,-73.7898712158203,40.6431999206543,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
201368,2,2016-06-01 10:45:06,2016-06-01 11:24:58,2,16.47,-73.97592163085938,40.76507568359375,2,N,-73.79013061523438,40.64352416992188,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
201492,1,2016-06-01 10:48:11,2016-06-01 11:38:03,1,17.5,-73.99579620361328,40.75925827026367,2,N,-73.79415130615234,40.64448928833008,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
201562,1,2016-06-01 10:48:16,2016-06-01 11:31:06,1,20.8,-74.00658416748048,40.7059440612793,2,N,-73.77776336669923,40.64478302001953,1,52.0,0.0,0.5,5.0,8.0,0.3,65.8
201707,1,2016-06-01 10:48:28,2016-06-01 11:26:48,2,16.1,-73.98792266845702,40.75069427490234,2,N,-73.79074859619139,40.64424896240234,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
201899,2,2016-06-01 10:45:31,2016-06-01 11:23:54,4,16.88,-73.98230743408203,40.75577926635742,2,N,-73.78353118896483,40.643638610839844,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
202124,2,2016-06-01 10:45:52,2016-06-01 11:43:51,6,17.23,-73.98735809326173,40.76116180419922,2,N,-73.78974914550781,40.64709091186523,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
202132,2,2016-06-01 10:45:53,2016-06-01 11:33:19,5,20.52,-73.97190856933594,40.78467178344727,2,N,-73.77639007568358,40.64533996582031,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
202697,1,2016-06-01 10:56:11,2016-06-01 11:45:12,2,20.5,-73.97940826416014,40.785423278808594,2,N,-73.77755737304686,40.64463424682617,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
204138,1,2016-06-01 10:58:11,2016-06-01 12:01:25,2,24.1,-73.9834976196289,40.77594375610352,2,N,-73.78251647949219,40.64879989624024,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
204305,2,2016-06-01 10:58:31,2016-06-01 11:36:16,1,18.86,-73.94955444335938,40.77673721313477,2,N,-73.79027557373048,40.64677047729492,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
204893,2,2016-06-01 11:00:30,2016-06-01 11:42:34,2,17.86,-73.9906692504883,40.72363662719727,2,N,-73.781982421875,40.644355773925774,1,52.0,0.0,0.5,2.0,0.0,0.3,54.8
205021,2,2016-06-01 11:00:42,2016-06-01 11:46:00,1,17.36,-73.99211883544923,40.75041580200195,2,N,-73.78173828125,40.6444206237793,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
205145,1,2016-06-01 10:59:59,2016-06-01 11:40:39,4,16.7,-73.97029876708984,40.7528076171875,2,N,-73.78878784179686,40.641578674316406,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
205395,1,2016-06-01 11:00:22,2016-06-01 11:39:15,4,15.9,-73.96995544433594,40.753433227539055,2,N,-73.78892517089844,40.64152526855469,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
205480,2,2016-06-01 11:05:43,2016-06-01 11:42:50,1,16.23,-73.97162628173827,40.75606918334961,2,N,-73.78752899169923,40.64162063598633,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
205521,2,2016-06-01 11:05:51,2016-06-01 11:46:04,1,16.43,-73.97796630859375,40.76324462890625,5,N,-73.79048919677734,40.643943786621094,1,59.0,0.0,0.5,3.22,0.0,0.3,63.02
205548,1,2016-06-01 10:52:01,2016-06-01 11:28:44,2,18.9,-73.94803619384766,40.77452850341797,2,N,-73.78992462158203,40.64316177368164,1,52.0,0.0,0.5,4.0,5.54,0.3,62.34
205616,1,2016-06-01 11:06:03,2016-06-01 11:52:02,1,16.7,-73.98304748535155,40.76301574707031,2,N,-73.79035186767578,40.64373397827149,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
205627,2,2016-06-01 11:06:05,2016-06-01 11:56:56,1,20.69,-73.97608184814453,40.79132080078125,2,N,-73.78269958496094,40.6440315246582,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
205911,1,2016-06-01 10:36:10,2016-06-01 11:22:44,1,17.4,-73.99454498291014,40.74521255493164,2,N,-73.781494140625,40.64689636230469,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
205927,1,2016-06-01 11:01:44,2016-06-01 11:43:57,1,17.4,-73.98137664794923,40.76364517211913,2,N,-73.77839660644531,40.64498519897461,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
206360,1,2016-06-01 10:53:04,2016-06-01 11:25:56,1,16.9,-73.96784973144531,40.76572036743164,2,N,-73.77621459960938,40.645820617675774,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
207159,2,2016-06-01 11:11:02,2016-06-01 11:45:54,1,16.68,-73.9859390258789,40.74747085571289,2,N,-73.78311157226562,40.64390182495117,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
207223,2,2016-06-01 11:11:08,2016-06-01 11:48:18,3,16.33,-73.97566223144531,40.76369094848633,2,N,-73.79032135009766,40.64377975463867,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
