,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
133353,1,2016-06-01 07:05:11,2016-06-01 07:35:05,1,16.8,-73.99293518066406,40.730804443359375,2,N,-73.79615783691406,40.64451599121094,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
133608,1,2016-06-01 07:12:14,2016-06-01 07:59:39,1,19.4,-74.0072021484375,40.71622085571289,2,N,-73.789306640625,40.647216796875,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8
133684,1,2016-06-01 07:10:02,2016-06-01 07:40:49,1,16.8,-73.9805908203125,40.73413848876953,2,N,-73.78621673583984,40.64413070678711,3,52.0,0.0,0.5,0.0,5.54,0.3,58.34
133780,2,2016-06-01 07:12:29,2016-06-01 08:03:21,1,21.49,-74.01467132568358,40.718040466308594,2,N,-73.7833023071289,40.64374923706055,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
133787,2,2016-06-01 07:12:31,2016-06-01 07:42:34,2,19.02,-73.94767761230467,40.78284072875977,2,N,-73.77659606933594,40.64580535888672,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
133989,1,2016-06-01 07:21:40,2016-06-01 07:51:18,1,15.9,-73.98223876953125,40.740394592285156,2,N,-73.78687286376955,40.6446418762207,1,52.0,0.0,0.5,3.0,5.54,0.3,61.34
134073,2,2016-06-01 07:17:33,2016-06-01 08:02:03,1,20.65,-73.98077392578125,40.782470703125,2,N,-73.78290557861328,40.64399719238281,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
134141,2,2016-06-01 07:12:43,2016-06-01 07:55:49,1,20.11,-73.9753646850586,40.789451599121094,2,N,-73.78214263916014,40.64425659179688,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
134150,1,2016-06-01 07:12:45,2016-06-01 07:46:11,1,17.2,-73.9632110595703,40.75834655761719,2,Y,-73.77635955810547,40.64560317993164,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
134173,1,2016-06-01 07:12:51,2016-06-01 07:50:27,1,17.2,-73.98745727539062,40.721580505371094,2,N,-73.78366088867188,40.64366912841797,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
134209,2,2016-06-01 07:10:35,2016-06-01 07:39:41,1,18.51,-73.94727325439453,40.77973937988281,2,N,-73.78327178955078,40.643836975097656,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
134233,1,2016-06-01 07:17:43,2016-06-01 07:58:01,1,15.4,-73.98143005371094,40.75573348999024,2,N,-73.8018035888672,40.65850830078125,1,52.0,0.0,0.5,15.0,5.54,0.3,73.34
134285,2,2016-06-01 07:22:03,2016-06-01 08:11:00,2,18.41,-74.0099105834961,40.721099853515625,2,N,-73.7824935913086,40.64413070678711,1,52.0,0.0,0.5,7.2,0.0,0.3,60.0
134424,2,2016-06-01 07:22:07,2016-06-01 07:56:37,1,16.59,-73.9762191772461,40.74996948242188,2,N,-73.77639007568358,40.64525985717773,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
134471,2,2016-06-01 07:13:08,2016-06-01 07:57:22,1,19.03,-74.00447082519531,40.70743179321289,2,N,-73.78885650634766,40.64142990112305,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
134502,2,2016-06-01 07:10:49,2016-06-01 07:51:30,5,18.79,-73.99018096923827,40.72917938232422,2,N,-73.77886199951173,40.64670181274415,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
134623,2,2016-06-01 07:13:20,2016-06-01 07:59:17,5,18.48,-73.97716522216798,40.75232315063477,2,N,-73.78390502929686,40.648773193359375,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
134820,2,2016-06-01 07:26:21,2016-06-01 08:07:10,2,19.81,-73.9443130493164,40.83491134643555,2,N,-73.77635955810547,40.64537811279297,1,52.0,0.0,0.5,12.16,8.0,0.3,72.96
134835,1,2016-06-01 07:26:25,2016-06-01 08:05:25,2,17.8,-73.98542022705078,40.73857498168945,2,N,-73.78279876708984,40.64891052246094,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
134933,2,2016-06-01 07:22:36,2016-06-01 07:56:59,1,16.77,-73.96987915039062,40.75079727172852,2,N,-73.78289031982422,40.64887619018555,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
134939,1,2016-06-01 07:26:30,2016-06-01 08:03:32,1,19.4,-73.9564895629883,40.778282165527344,2,N,-73.77643585205078,40.64512252807617,1,52.0,0.0,0.5,8.75,5.54,0.3,67.09
134965,2,2016-06-01 07:26:35,2016-06-01 08:02:07,6,19.98,-73.96231842041014,40.75905990600585,2,N,-73.78369140625,40.64360046386719,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
135221,2,2016-06-01 07:13:57,2016-06-01 07:47:07,2,19.17,-73.9594497680664,40.781158447265625,2,N,-73.78366088867188,40.64365005493164,1,52.0,0.0,0.5,7.75,5.54,0.3,66.09
135227,1,2016-06-01 07:13:59,2016-06-01 07:56:14,1,21.5,-73.97742462158203,40.77420043945313,2,N,-73.78191375732422,40.64434814453125,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
135519,2,2016-06-01 07:26:54,2016-06-01 08:14:57,1,18.15,-73.98589324951173,40.75969314575195,2,N,-73.78294372558594,40.64391326904297,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
135631,1,2016-06-01 07:14:21,2016-06-01 07:42:25,1,15.3,-73.98497772216798,40.736236572265625,2,N,-73.80718994140625,40.65370559692383,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
135744,2,2016-06-01 07:18:55,2016-06-01 08:02:25,1,21.33,-74.01659393310547,40.70951461791992,2,N,-73.7824478149414,40.644126892089844,1,52.0,0.0,0.5,10.5,5.54,0.3,68.84
136377,2,2016-06-01 07:15:10,2016-06-01 07:55:11,5,17.26,-73.98681640625,40.71831130981445,2,N,-73.78231811523438,40.64413070678711,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
136403,2,2016-06-01 07:23:49,2016-06-01 07:47:43,1,17.61,-73.93950653076173,40.78584289550781,2,N,-73.78302001953125,40.64394760131836,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
136503,2,2016-06-01 07:15:13,2016-06-01 07:47:33,1,19.4,-73.97943878173827,40.74940872192383,2,N,-73.78653717041014,40.644439697265625,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
136750,1,2016-06-01 07:15:31,2016-06-01 07:53:49,2,18.1,-73.99407958984375,40.756629943847656,2,N,-73.77647399902342,40.64521789550781,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
136768,2,2016-06-01 07:15:33,2016-06-01 07:50:01,6,17.36,-73.99349212646483,40.73601150512695,2,N,-73.78986358642578,40.6469612121582,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
136842,2,2016-06-01 07:19:41,2016-06-01 07:59:37,1,19.21,-73.96696472167969,40.79264831542969,2,N,-73.7820053100586,40.64467239379883,1,52.0,0.0,0.5,3.5,5.54,0.3,61.84
137212,2,2016-06-01 07:16:03,2016-06-01 08:01:59,2,21.5,-73.98067474365234,40.77083587646485,2,N,-73.78995513916014,40.64693832397461,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
137516,1,2016-06-01 07:28:43,2016-06-01 08:05:06,3,17.5,-73.97296142578125,40.75983810424805,2,N,-73.78246307373048,40.64419174194336,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
137636,1,2016-06-01 07:28:44,2016-06-01 08:13:13,1,19.0,-74.00135803222656,40.731758117675774,2,N,-73.7820053100586,40.64434051513672,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
137860,2,2016-06-01 07:20:40,2016-06-01 08:19:44,3,23.47,-73.98392486572266,40.7708396911621,2,N,-73.79014587402342,40.64683151245117,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
137887,2,2016-06-01 07:30:55,2016-06-01 08:07:09,1,15.92,-73.98226165771484,40.75112915039063,2,N,-73.79283905029298,40.64442825317383,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
137988,2,2016-06-01 07:29:00,2016-06-01 07:57:43,2,16.9,-73.93954467773438,40.80494689941406,2,N,-73.78309631347656,40.64402389526367,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
138187,1,2016-06-01 07:25:13,2016-06-01 08:15:53,3,21.7,-73.9718246459961,40.797271728515625,1,N,-73.7764129638672,40.64587783813477,1,63.0,0.0,0.5,5.0,5.54,0.3,74.34
138539,2,2016-06-01 07:21:11,2016-06-01 07:58:58,1,18.03,-73.9810562133789,40.721038818359375,2,N,-73.78185272216798,40.64437103271485,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8
138927,1,2016-06-01 07:35:12,2016-06-01 08:05:50,2,17.0,-73.97116088867188,40.75542831420898,2,N,-73.77667999267578,40.64494323730469,1,52.0,0.0,0.5,11.66,5.54,0.3,70.0
139111,2,2016-06-01 07:29:46,2016-06-01 08:13:53,1,19.66,-73.97254180908203,40.79330825805664,2,N,-73.78293609619139,40.64391326904297,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
139222,2,2016-06-01 07:35:25,2016-06-01 08:08:22,6,19.31,-73.963623046875,40.77436828613281,2,N,-73.78793334960938,40.64746856689453,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
139393,2,2016-06-01 07:35:28,2016-06-01 08:20:26,2,17.33,-73.96343994140625,40.775089263916016,2,N,-73.78317260742188,40.64387130737305,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
139466,1,2016-06-01 07:29:55,2016-06-01 08:10:49,2,17.4,-73.9953842163086,40.72079849243164,2,N,-73.78753662109375,40.64519882202149,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
139571,1,2016-06-01 07:35:39,2016-06-01 08:31:43,2,17.8,-74.00392913818358,40.7420310974121,2,N,-73.7826614379883,40.64407730102539,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
139635,2,2016-06-01 07:30:06,2016-06-01 08:08:03,1,17.62,-73.99058532714845,40.724517822265625,2,N,-73.78421020507811,40.645912170410156,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
139839,1,2016-06-01 07:35:49,2016-06-01 08:13:23,1,19.9,-73.96284484863281,40.77253723144531,2,N,-73.77642059326173,40.64541244506836,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
139883,1,2016-06-01 07:30:17,2016-06-01 08:01:52,1,15.7,-73.97857666015625,40.748889923095696,5,Y,-73.78907012939453,40.641639709472656,1,55.0,0.0,0.0,4.0,5.54,0.3,64.84
139964,1,2016-06-01 07:32:39,2016-06-01 08:13:40,1,16.7,-73.99943542480467,40.76126480102539,2,N,-73.80040740966798,40.64571762084961,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
140023,2,2016-06-01 07:35:56,2016-06-01 08:05:49,1,18.38,-73.9467544555664,40.77633666992188,2,N,-73.78624725341797,40.6439323425293,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
140202,1,2016-06-01 07:36:00,2016-06-01 08:14:37,1,21.0,-73.96446990966798,40.77036666870117,2,N,-73.78873443603516,40.64741134643555,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
140236,2,2016-06-01 07:43:10,2016-06-01 08:14:21,1,15.36,-73.97408294677734,40.75115966796875,2,N,-73.80397033691406,40.660240173339844,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
140306,1,2016-06-01 07:32:53,2016-06-01 08:03:24,1,16.3,-73.97286987304686,40.74355697631836,2,N,-73.77654266357422,40.64502334594727,1,52.0,0.0,0.5,11.65,5.6,0.3,70.05
140495,1,2016-06-01 07:32:59,2016-06-01 08:11:34,1,17.9,-73.99315643310547,40.72439956665039,2,N,-73.78937530517578,40.64716720581055,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
140505,2,2016-06-01 07:33:00,2016-06-01 08:10:15,2,16.53,-73.98059844970702,40.74271011352539,2,N,-73.78362274169923,40.64363098144531,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
141078,1,2016-06-01 07:40:32,2016-06-01 08:18:38,1,19.0,-73.95601654052734,40.77605438232422,2,N,-73.78306579589844,40.64385223388672,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
141179,2,2016-06-01 07:36:41,2016-06-01 08:12:00,1,16.75,-73.98571014404298,40.7559814453125,2,N,-73.79119873046875,40.64594268798828,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
141507,1,2016-06-01 07:33:45,2016-06-01 08:05:27,1,18.7,-73.94550323486328,40.77803802490234,2,N,-73.77630615234375,40.64568328857422,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
141552,1,2016-06-01 07:44:07,2016-06-01 08:19:59,1,17.2,-73.96403503417969,40.75544357299805,2,N,-73.78719329833984,40.64411926269531,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
141605,2,2016-06-01 07:36:58,2016-06-01 08:19:40,1,17.53,-73.9861068725586,40.75949096679688,2,N,-73.79000091552734,40.64691162109375,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
141764,2,2016-06-01 07:44:16,2016-06-01 08:28:50,1,29.11,-74.00714874267578,40.70741271972656,2,N,-73.77651977539062,40.64635848999024,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
141878,2,2016-06-01 07:41:04,2016-06-01 08:14:46,5,17.34,-73.97589111328125,40.75851058959961,2,N,-73.78282928466798,40.64881896972656,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
142039,1,2016-06-01 07:41:11,2016-06-01 08:10:11,1,17.8,-73.94593811035155,40.795310974121094,2,N,-73.78295135498048,40.64892959594727,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
142260,1,2016-06-01 07:41:17,2016-06-01 08:22:18,2,17.8,-73.98565673828125,40.75947952270508,2,N,-73.78972625732422,40.64712142944336,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
142273,1,2016-06-01 07:37:22,2016-06-01 08:10:43,1,18.5,-73.95634460449219,40.78201293945313,2,N,-73.7945327758789,40.64458465576172,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
142295,2,2016-06-01 07:37:25,2016-06-01 08:12:03,1,16.06,-73.9826431274414,40.74837112426758,2,N,-73.78900909423827,40.64157104492188,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
142299,2,2016-06-01 07:37:26,2016-06-01 08:19:45,1,16.6,-73.98465728759766,40.75112915039063,2,N,-73.7882308959961,40.64131927490234,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
142333,2,2016-06-01 07:34:28,2016-06-01 08:04:28,2,18.03,-73.95188140869139,40.773750305175774,2,N,-73.79817962646483,40.64479064941406,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
142423,2,2016-06-01 07:41:24,2016-06-01 08:18:35,6,17.95,-73.98766326904298,40.724433898925774,2,N,-73.79188537597656,40.644752502441406,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
142606,1,2016-06-01 07:41:30,2016-06-01 08:28:12,1,17.2,-73.98023223876955,40.76083755493164,2,Y,-73.78561401367188,40.64325714111328,1,52.0,0.0,0.5,12.0,5.54,0.3,70.34
142678,2,2016-06-01 07:34:42,2016-06-01 08:21:36,4,21.9,-73.98734283447266,40.76883316040039,2,N,-73.7820587158203,40.6442985534668,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
142748,2,2016-06-01 07:45:14,2016-06-01 08:18:54,2,18.97,-73.95168304443358,40.76955795288085,2,N,-73.78227996826173,40.64424514770508,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
142880,2,2016-06-01 07:45:17,2016-06-01 08:27:50,2,22.71,-73.98249053955078,40.76464080810547,2,N,-73.78357696533203,40.64363098144531,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
143229,1,2016-06-01 07:38:03,2016-06-01 08:23:50,1,19.6,-73.98074340820312,40.770751953125,2,N,-73.77631378173827,40.64525985717773,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
143285,2,2016-06-01 07:45:34,2016-06-01 08:13:34,1,18.55,-73.95220947265625,40.77827072143555,2,N,-73.78356170654298,40.64366912841797,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
143423,2,2016-06-01 07:41:54,2016-06-01 08:19:20,1,17.48,-73.97783660888672,40.7646484375,2,N,-73.78986358642578,40.646949768066406,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
143427,2,2016-06-01 07:41:56,2016-06-01 08:31:41,2,18.22,-74.00100708007811,40.73155212402344,2,N,-73.7840347290039,40.64347839355469,1,52.0,0.0,0.5,13.2,0.0,0.3,66.0
143531,1,2016-06-01 07:45:46,2016-06-01 08:15:59,1,19.5,-73.95233154296875,40.77727127075195,2,N,-73.77664947509766,40.64496612548828,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
143694,2,2016-06-01 07:42:08,2016-06-01 08:33:28,1,17.14,-73.98397064208984,40.75840759277344,2,N,-73.78312683105469,40.64387512207031,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
143844,2,2016-06-01 07:45:59,2016-06-01 08:21:28,1,18.4,-73.95327758789062,40.787025451660156,2,N,-73.78350830078125,40.643653869628906,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
143955,1,2016-06-01 07:38:32,2016-06-01 08:16:47,1,17.8,-73.98749542236328,40.75939178466797,2,N,-73.78374481201173,40.6436767578125,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
144058,1,2016-06-01 07:48:21,2016-06-01 08:34:57,1,17.6,-73.98797607421875,40.75955581665039,2,N,-73.79000854492188,40.646968841552734,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
144213,1,2016-06-01 07:48:25,2016-06-01 08:30:32,1,19.9,-73.97611236572266,40.775978088378906,2,N,-73.79247283935547,40.644779205322266,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
144350,2,2016-06-01 07:48:37,2016-06-01 08:30:35,5,22.24,-73.98715209960938,40.75944900512695,2,N,-73.77628326416014,40.64577102661133,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
144578,2,2016-06-01 07:38:47,2016-06-01 08:13:38,1,19.27,-73.95455932617188,40.768959045410156,2,N,-73.78265380859375,40.64416122436523,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
144598,2,2016-06-01 07:48:59,2016-06-01 08:30:41,5,28.46,-74.01429748535155,40.71552658081055,2,N,-73.78062438964845,40.646446228027344,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
144886,1,2016-06-01 07:49:22,2016-06-01 08:22:29,1,19.0,-73.95592498779298,40.775691986083984,2,N,-73.79036712646483,40.646881103515625,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
145584,2,2016-06-01 07:50:10,2016-06-01 08:25:29,5,15.44,-73.99169921875,40.74412155151367,2,N,-73.8074722290039,40.65504837036133,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
145672,2,2016-06-01 07:46:42,2016-06-01 08:32:46,6,20.07,-73.97288513183594,40.79573059082031,2,N,-73.78023529052734,40.64590835571289,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
145935,1,2016-06-01 07:52:29,2016-06-01 08:32:25,2,16.2,-73.98551177978516,40.74728012084961,2,N,-73.78874969482422,40.641456604003906,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
145966,1,2016-06-01 07:50:54,2016-06-01 08:33:59,1,17.4,-73.98636627197266,40.767234802246094,2,N,-73.78929901123048,40.64466094970703,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
145973,2,2016-06-01 07:50:55,2016-06-01 08:30:51,2,22.74,-73.97570037841797,40.758079528808594,2,N,-73.79022216796875,40.64685821533203,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
145978,2,2016-06-01 07:50:56,2016-06-01 08:23:33,1,17.36,-73.9654312133789,40.75970077514648,2,N,-73.78241729736328,40.64421081542969,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
146069,2,2016-06-01 07:51:11,2016-06-01 08:19:59,1,19.18,-73.9523696899414,40.7783088684082,2,N,-73.77632141113281,40.64543914794922,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
146276,1,2016-06-01 07:59:46,2016-06-01 08:55:44,2,20.5,-73.98018646240234,40.78593826293945,2,N,-73.78984832763672,40.64704132080078,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
146378,2,2016-06-01 07:59:50,2016-06-01 08:35:10,1,18.74,-73.95448303222656,40.77814865112305,2,N,-73.78201293945312,40.64435958862305,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
146562,2,2016-06-01 08:00:18,2016-06-01 08:38:49,5,16.2,-73.97808074951173,40.7509880065918,2,N,-73.78385162353516,40.6435661315918,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
146939,2,2016-06-01 07:55:41,2016-06-01 08:37:43,1,19.14,-73.95667266845702,40.78002166748047,2,N,-73.77628326416014,40.645671844482415,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
147125,1,2016-06-01 08:00:59,2016-06-01 08:38:11,1,21.6,-73.9789505004883,40.75291061401367,2,N,-73.78355407714845,40.64854431152344,1,52.0,0.0,0.5,3.0,8.0,0.3,63.8
147146,1,2016-06-01 08:01:02,2016-06-01 08:54:33,2,20.5,-73.98054504394531,40.78191375732422,2,N,-73.78877258300781,40.64152908325195,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
147157,2,2016-06-01 08:01:03,2016-06-01 08:47:15,1,19.78,-73.96369171142578,40.77531814575195,2,N,-73.79521942138672,40.64457702636719,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
147526,1,2016-06-01 08:04:08,2016-06-01 08:45:03,1,21.1,-73.97793579101562,40.76536178588867,2,N,-73.78887939453125,40.64740753173828,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
147688,2,2016-06-01 08:02:03,2016-06-01 08:39:06,1,16.14,-73.97560882568358,40.75188827514648,2,N,-73.7925796508789,40.64475631713867,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
147752,2,2016-06-01 08:04:23,2016-06-01 08:40:02,1,17.55,-73.96855926513672,40.76158142089844,2,N,-73.77633666992188,40.645450592041016,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
147930,2,2016-06-01 08:02:31,2016-06-01 08:37:34,2,18.84,-73.94644927978516,40.77760314941406,2,N,-73.77656555175781,40.64640808105469,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
148070,2,2016-06-01 08:02:41,2016-06-01 08:53:53,1,21.79,-73.98587799072266,40.76100540161133,2,N,-73.7878646850586,40.64742660522461,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
148139,2,2016-06-01 08:02:46,2016-06-01 08:34:19,1,15.97,-73.97276306152342,40.74905014038085,2,N,-73.78214263916014,40.64416885375977,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
148159,2,2016-06-01 08:02:50,2016-06-01 08:35:08,1,18.99,-73.95353698730467,40.77924346923828,2,N,-73.77631378173827,40.645423889160156,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
148213,2,2016-06-01 07:56:09,2016-06-01 08:25:58,1,18.52,-73.9498062133789,40.78464889526367,2,N,-73.78340148925781,40.64373016357422,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
148249,1,2016-06-01 08:04:40,2016-06-01 08:59:32,1,21.8,-73.9878921508789,40.77102661132813,2,N,-73.77648162841797,40.64511489868164,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
148296,2,2016-06-01 08:04:47,2016-06-01 08:50:59,1,23.04,-73.9864730834961,40.76702880859375,2,N,-73.77631378173827,40.64570999145508,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
148342,2,2016-06-01 07:56:18,2016-06-01 08:47:45,5,17.21,-73.99082946777342,40.75558090209961,2,N,-73.78189849853516,40.64495086669922,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
148426,2,2016-06-01 07:56:26,2016-06-01 08:40:36,6,16.75,-73.99016571044923,40.74651718139648,2,N,-73.7874526977539,40.64754867553711,1,52.0,0.0,0.5,2.5,5.54,0.3,60.84
148446,2,2016-06-01 08:05:00,2016-06-01 08:38:18,1,21.11,-73.9668960571289,40.75698852539063,2,N,-73.77666473388672,40.64488983154297,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
148511,1,2016-06-01 08:05:05,2016-06-01 08:42:55,1,16.5,-73.98558044433594,40.73850631713867,2,N,-73.7874984741211,40.64577865600585,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34
148759,2,2016-06-01 08:03:03,2016-06-01 08:45:22,1,18.25,-73.95646667480467,40.77132034301758,2,N,-73.78311920166014,40.64386367797852,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36
149114,1,2016-06-01 07:57:25,2016-06-01 08:33:19,1,19.6,-73.95384216308594,40.76685333251953,2,N,-73.79000091552734,40.64694595336913,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
149566,2,2016-06-01 07:58:08,2016-06-01 08:41:23,2,17.33,-73.97738647460938,40.72671890258789,2,N,-73.78929901123048,40.64720916748047,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
149631,1,2016-06-01 07:58:13,2016-06-01 08:45:25,1,16.3,-73.97233581542969,40.76462173461913,2,N,-73.7892837524414,40.64277267456055,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
149751,1,2016-06-01 07:53:30,2016-06-01 08:39:02,1,17.2,-73.97443389892578,40.76048278808594,2,N,-73.78334045410156,40.64374542236328,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
149926,2,2016-06-01 07:53:54,2016-06-01 08:33:31,5,16.76,-73.98831939697266,40.718238830566406,2,N,-73.7837905883789,40.64360427856445,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8
149931,1,2016-06-01 07:53:55,2016-06-01 08:35:50,1,16.5,-73.9863739013672,40.74256134033203,2,Y,-73.78748321533203,40.64594650268555,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
150086,2,2016-06-01 07:54:13,2016-06-01 08:29:52,1,20.09,-73.95771789550781,40.76870727539063,2,N,-73.78292083740234,40.64392852783203,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
150364,1,2016-06-01 07:54:44,2016-06-01 08:36:32,2,18.9,-73.96985626220702,40.79995727539063,2,N,-73.78621673583984,40.64389419555664,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
150389,2,2016-06-01 07:58:34,2016-06-01 08:47:19,1,17.33,-73.99252319335938,40.75671768188477,2,N,-73.7833023071289,40.64377212524415,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
150458,2,2016-06-01 07:54:53,2016-06-01 08:46:44,1,21.14,-73.97760009765625,40.775390625,2,N,-73.77635192871094,40.6455192565918,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
150464,1,2016-06-01 07:54:54,2016-06-01 08:33:21,2,16.3,-73.98575592041014,40.75201416015625,2,N,-73.787109375,40.64458084106445,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
150579,2,2016-06-01 08:07:50,2016-06-01 09:05:46,5,18.16,-73.98168182373048,40.7740592956543,2,N,-73.78909301757811,40.641700744628906,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
150959,2,2016-06-01 07:58:57,2016-06-01 08:45:31,1,21.1,-73.978271484375,40.763580322265625,2,N,-73.79019927978516,40.64690017700195,1,52.0,0.0,0.5,11.66,5.54,0.3,70.0
150968,2,2016-06-01 07:58:58,2016-06-01 08:34:22,1,20.66,-73.96835327148438,40.76478958129883,2,N,-73.78353118896483,40.64366149902344,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
